jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index
RAPANOS,SPA-2016-00058-SCO,Albuquerque,Century LinkCommunications,-105.50769,37.17661,02/09/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12227
RAPANOS,SPA-2016-00066-SCO,Albuquerque,DeWeese-Dye Reservor Ditch Company - dam breaching,-105.25228,38.43116,02/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12228
RAPANOS,SPA-2016-00074-SCO,Albuquerque,CVS Site,-104.75617,38.937129999999996,02/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12229
RAPANOS,SPA-2016-00080,Albuquerque,Duke Webb Ranch Solar Farm,-103.42331,34.95862,03/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12230
RAPANOS,SPA-2016-00086,Albuquerque,"16198 A Hwy 550, Aztec, NM",-107.97005,36.84683,03/09/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12231
RAPANOS,SPA-2016-00088,Albuquerque,City of Farmington Animas Hydroelectric Plant Repower Project,-108.1922,36.726290000000006,03/14/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12232
RAPANOS,SPA-2016-00094-SCO,Albuquerque,Town of Antonito,-106.01941000000001,37.07911,03/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12233
RAPANOS,SPA-2016-00106,Albuquerque,San Juan Regional Medical Center,-108.21891000000001,36.722229999999996,05/26/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12234
RAPANOS,SPA-2016-00137-SCO,Albuquerque,Water View Phase #2 Land Development,-104.6791,38.759640000000005,04/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12235
RAPANOS,SPA-2016-00144-LCO,Albuquerque,"El Paso County, Texas Wiloughby Road First Time Water System Project TxCDBG 7215035",-106.6029,31.93795,04/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12236
RAPANOS,SPA-2016-00145-LCO,Albuquerque,Xcel Energy Proposed PCA Interchange to Quahada Substation 115 kV Transmission Line Wreck and Rebuild,-103.9761,32.57365,08/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12237
RAPANOS,SPA-2016-00181-SCO,Albuquerque,Gleneagle Golf Course,-104.82316,39.0448,05/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12238
RAPANOS,SPA-2016-00186-SCO,Albuquerque,"Gallowway & Copany, Inc.",-104.70795,38.71792,06/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12239
RAPANOS,SPA-2016-00188,Albuquerque,SSCAFCA Cactus Ponds,-106.75016000000001,35.279759999999996,06/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12240
RAPANOS,SPA-2016-00193-LCO,Albuquerque,Rancho Grande Water Association System Improvements,-108.8622,33.6864,06/10/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12241
RAPANOS,SPA-2016-00198-ABQ,Albuquerque,"Tafoya Property Development Preapplication, Taos, Taos County, NM",-105.59947,36.38787,06/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12242
RAPANOS,SPA-2016-00216-LCO,Albuquerque,"Engineers Inc. Street and Drainage Improvements Luna County, NM",-107.76313999999999,32.25782,06/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12243
RAPANOS,SPA-2016-00223,Albuquerque,Mobile Home Park Kirtland North,-108.35078999999999,36.741690000000006,07/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12244
RAPANOS,SPA-2016-00254-SCO,Albuquerque,Boone Solar Project - NexEra Energy Resources,-104.20827,38.145340000000004,07/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12245
RAPANOS,SPA-2016-00265-LCO,Albuquerque,Mouchette equine structures,-106.7859,32.384,08/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12246
RAPANOS,SPA-2016-00268,Albuquerque,Farmington Flint Yard,-108.098,36.705999999999996,08/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12247
RAPANOS,SPA-2016-00273-LCO,Albuquerque,Water System Improvements for the High Valley Mutual Domestic Water Consumers Association,-106.59388999999999,32.14444,08/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248
RAPANOS,SPA-2016-00275-LCO,Albuquerque,"Water System Improvements for the Chamberino Mutual Domestic Water Consumers & Sewer Association of Dona Ana County, New Mexico",-106.68824,32.01099,08/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12249
RAPANOS,SPA-2016-00278-SCO,Albuquerque,Gadddie Property -AJD,-104.61001,38.94191,07/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12250
RAPANOS,SPA-2016-00283-LCO,Albuquerque,Mountain View Regional Medical Center - Free Standing Emergency Department,-106.77847,32.33842,08/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12251
RAPANOS,SPA-2016-00284-LCO,Albuquerque,City of Bayard 2016 CDBG Street and Drainage Improvements,-108.1279,32.7645,08/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12252
RAPANOS,SPA-2016-00285,Albuquerque,Algodones Flood Control Structures - Eastern Sandoval County Arroyo Flood Control Authority,-106.4791,35.3699,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12253
RAPANOS,SPA-2016-00293-LCO,Albuquerque,"Town of Silver City 2016 CDBG Water System Improvements Chihuahua Hill Neighborhood, Silver City NM EI Project SVC1601C",-108.27722,32.7625,08/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12254
RAPANOS,SPA-2016-00294-LCO,Albuquerque,"Proposed Northwest Municipal Service Center, El Paso, County of El Paso, Texas",-106.5613,31.820970000000003,08/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12255
RAPANOS,SPA-2016-00300-LCO,Albuquerque,"U.S. Highway 67 Waterline Improvement Project, City of Presidio, Presidio County, Texas",-104.36077,29.611690000000003,08/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12256
RAPANOS,SPA-2016-00307-LCO,Albuquerque,"Ivory Solar Project, Upton County, Texas",-102.11176999999999,31.22263,11/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12257
RAPANOS,SPA-2016-00322,Albuquerque,"New Mexico Abandoned Mine Land Program: Allison, NM Sinkhole",-108.78633,35.5234,12/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12258
RAPANOS,SPA-2016-00341-ABQ,Albuquerque,"Black Mesa Golf Course Wells, Water Line and Collection Basin",-106.07816000000001,35.96308,10/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12259
RAPANOS,SPA-2016-00367-LCO,Albuquerque,"Jurisdictional Determination Nash Draw Playa Lakes, Eddy County, New Mexico",-103.98700000000001,32.222,01/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12260
RAPANOS,SPA-2016-00376-LCO,Albuquerque,No Permit Required Letter and Approved Jurisdictional Determination Request Wal-Mart Store #8746-0 Neighborhood Market,-106.55027,31.880259999999996,11/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12261
RAPANOS,SPA-2016-00378,Albuquerque,"New MRMC Medical Outreach Clinic; Aztec, NM",-107.99609,36.82608,01/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12262
RAPANOS,SPA-2017-00015,Albuquerque,LOGOS's 2406 29H Com #13 Oil Well Project,-107.48406999999999,36.28406,04/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12263
RAPANOS,SPA-2017-00044,Albuquerque,Southland San Juan River Pipeline,-107.25358999999999,36.99991,06/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12264
RAPANOS,SPA-2017-00049-SCO,Albuquerque,Southeast Colorado Power Association - Powerline maintenance/replacement,-102.78141,38.48042,02/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12265
RAPANOS,SPA-2017-00090-LCO,Albuquerque,Roadrunner Parkway Extension I Sandhill Arroyo Crossing I,-106.76391000000001,32.36379,04/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12266
RAPANOS,SPA-2017-00100-ABQ,Albuquerque,"Pueblo of Sandia Shooting Range Project in Sandoval County, New Mexico",-106.55055,35.26047,05/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12267
RAPANOS,SPA-2017-00142,Albuquerque,Tijeras Arroyo Sunport South Development,-106.62988,35.0093,03/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12268
RAPANOS,SPA-2017-00150-LCO,Albuquerque,Otero County Project Re-Establishment of Arroyo Banks,-105.95625,33.011790000000005,05/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269
RAPANOS,SPA-2017-00153-LCO,Albuquerque,Bluff Channel Outfall Structure,-106.31388999999999,31.70833,10/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12270
RAPANOS,SPA-2017-00173-ABQ,Albuquerque,Gerald Marinez Upland Stock Pond Tierra Amarilla,-106.5505,36.70687,06/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12271
RAPANOS,SPA-2017-00174-LCO,Albuquerque,"Approved Jurisdictional Determination Request, Andrews 4 Solar Project, Andrews County Texas",-102.96485,32.34602,06/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12272
RAPANOS,SPA-2017-00175-LCO,Albuquerque,Otero County Appler Road Project,-105.947,32.9942,06/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12273
RAPANOS,SPA-2017-00185,Albuquerque,Rio Grande Restoration at Santa Ana Pueblo,-106.52561999999999,35.35546,11/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12274
RAPANOS,SPA-2017-00191,Albuquerque,Rock Creek EWP Project,-104.84446,38.70641,08/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12275
RAPANOS,SPA-2017-00194-ABQ,Albuquerque,"Fresquez Acequia Association, Roadside Ditch Culvert Installation",-106.00596999999999,35.9922,05/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276
RAPANOS,SPA-2017-00198-LCO,Albuquerque,"Sanitary Sewer Collection System Expansion, Anthony, Dona Ana County, NM",-106.60965,32.02496,07/06/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12277
RAPANOS,SPA-2017-00212-LCO,Albuquerque,"Request for Approved Jurisdictional Determination Bobcat Hills Solar Project, Upton County, Texas",-102.3434,31.107459999999996,07/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278
RAPANOS,SPA-2017-00229-RDS,Albuquerque,"JD Request for Justin Joseph, 1144 33rd Lane, Pueblo, CO 81006",-104.47988000000001,38.24344,07/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12279
RAPANOS,SPA-2017-00230,Albuquerque,Town of Center Water Meter Installation Project,-106.11045,37.7556,07/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12280
RAPANOS,SPA-2017-00239-LCO,Albuquerque,"Upland Construction at the Fair Grounds, Catron County, New Mexico",-108.7707,33.7187,08/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12281
RAPANOS,SPA-2017-00249,Albuquerque,Regrading of Monterrey Pond Inlet (Northern & 528),-106.62641,35.26851,08/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12282
RAPANOS,SPA-2017-00250,Albuquerque,Dzilth-Na-Dith-HLE School,-107.83774,36.39134,09/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12283
RAPANOS,SPA-2017-00262-LCO,Albuquerque,"Land Port of Entry Diversion Berm Project, Columbus, Luna County, New Mexico",-107.6311,31.796709999999997,09/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284
RAPANOS,SPA-2017-00271,Albuquerque,San Juan Sand & Gravel Project,-108.67361000000001,36.74153,10/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12285
RAPANOS,SPA-2017-00276,Albuquerque,AJD for the Rollin Ridge Subdivision,-104.76521,39.0691,09/01/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12286
RAPANOS,SPA-2017-00279-LCO,Albuquerque,Carrizozo Solar Energy Site,-105.74843999999999,33.61083,09/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12287
RAPANOS,SPA-2017-00289-LCO,Albuquerque,"R-Qubed Energy Inc., Mesquite Digester Facility, Mesquite Dona Ana County, New Mexico",-106.66389,32.15972,09/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12288
RAPANOS,SPA-2017-00305,Albuquerque,Pipeline Maintenance Project (MP 111),-107.75373,36.44413,10/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12289
RAPANOS,SPA-2017-00372,Albuquerque,"Griego crossing, Taos County, NM",-105.63553,36.46541,11/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12290
RAPANOS,SPA-2017-00377,Albuquerque,Innovative Solar 239 - Solar site 57th Lane,-104.28833,38.1855,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12291
RAPANOS,SPA-2017-00378,Albuquerque,"IS#269 Solar Site, County Rd V V",-102.50192,37.61095,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12292
RAPANOS,SPA-2017-00379,Albuquerque,"IS #371 Solar Site - Sanborn Road, Yoder",-104.30433000000001,38.80288,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12293
RAPANOS,SPA-2017-00380,Albuquerque,"IS # 320 Solar Site, North Penrith Road, Bennett",-104.45694,39.75103,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12294
RAPANOS,SPA-2017-00381-LCO,Albuquerque,"Phoebe Solar Project, Winkler County, Texas",-102.86713,31.843329999999998,12/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12295
RAPANOS,SPA-2018-00025-LCO,Albuquerque,"Proposed Solar Farm, Pecos County, Texas",-102.11871,30.96231,01/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12296
RAPANOS,SPA-2018-00028,Albuquerque,Town of Boone Water System Improvements,-104.26004,38.24651,01/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12297
RAPANOS,SPA-2018-00030,Albuquerque,Town of Buena Vista - RGA-Job No: 1011.0057 Request for JD,-106.13703999999998,38.84047,01/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12298
RAPANOS,SPA-2018-00085-LCO,Albuquerque,Montecillo Town Center - AJD Request,-106.51173,31.807940000000002,03/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12299
RAPANOS,SPA-2018-00094-ABQ,Albuquerque,Eric Tafoya Single Family Home ,-105.59366999999999,36.40652,04/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300
RAPANOS,SPA-2018-00095-ABQ,Albuquerque,Fabian Martinez Carports,-105.61073999999999,36.39968,04/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12301
RAPANOS,SPA-2018-00104-ABQ,Albuquerque,L1300 Water in Pipeline Trench Laguna Pueblo,-107.45733999999999,35.03215,04/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12302
RAPANOS,SPA-2018-00110,Albuquerque,Roosevelt County Solar Site,-103.22293,33.955690000000004,05/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12303
RAPANOS,SPA-2018-00128-ABQ,Albuquerque,Social Enterprise Center Development,-106.66779,35.05809,07/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12304
RAPANOS,SPA-2018-00141,Albuquerque,Security Sanitation District (SSD) Waste treatment facility ponds or lagoons,-104.73806,38.73625,05/25/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305
RAPANOS,SPA-2018-00142-SCO,Albuquerque,Powerwood Filings No. 2,-104.71731,38.94741,05/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12306
RAPANOS,SPA-2018-00153-LCO,Albuquerque,"Phoebe Solar Project Area 2, Winkler County, Texas",-102.86713,31.843329999999998,06/08/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12307
RAPANOS,SPA-2018-00156-ABQ,Albuquerque,Approved Jurisdictional Determination Request by the Pueblo of Sandia for the Sandia Wash on Tribal Land,-106.5694,35.2703,09/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12308
RAPANOS,SPA-2018-00167-LCO,Albuquerque,Morning Glory Subdivision wastewater collection project,-106.21238999999998,31.570190000000004,06/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12309
RAPANOS,SPA-2018-00186-LCO,Albuquerque,SALIDA DEL SOL SUBDIVISION - DELINEATION,-106.63265,35.25085,07/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12310
RAPANOS,SPA-2018-00213,Albuquerque, City  of  Bayard 2018 CDBG Street Improments project.,-108.13008,32.76256,07/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12311
RAPANOS,SPA-2018-00214-LCO,Albuquerque,"Oberon Solar Project Located in Ector County, Texas",-102.69564,31.71371,08/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12312
RAPANOS,SPA-2018-00215,Albuquerque,Town of Hurley 2018 street and drainange improvement project,-108.12796000000002,32.70171,07/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12313
RAPANOS,SPA-2018-00251,Albuquerque,JD NMOCD Landfarm,-107.93299999999999,36.5,10/12/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12314
RAPANOS,SPA-2018-00275,Albuquerque,La Luz MDWCA & MSWA Water Infrastructure and Rehabilitation Project. ,-105.9422,32.97787,09/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12315
RAPANOS,SPA-2018-00326,Albuquerque,Grazing Yak Solar Project,-104.24814,38.99092,11/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12316
RAPANOS,SPA-2018-00384-ABQ,Albuquerque,Santa Fe County Camino Torcido Drainage,-106.12263,35.59834,02/21/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12317
RAPANOS,SPA-2019-00055,Albuquerque,SPA2019 Geronimo Energy LLC Clovis NM,-103.24034,34.45581,02/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12318
RAPANOS,SPA-2019-00076-ABQ,Albuquerque,Vigil Property/Shed Construction,-105.57455,36.730309999999996,03/21/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12319
RAPANOS,SPA-2019-00079-ABQ,Albuquerque,"City of Espanola NM 76 Sewer Line Installation, McCurdy to Evergreen",-106.04154,35.98755,03/29/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12320
RAPANOS,SPA-2019-00086-ABQ,Albuquerque,"Weidner Drainage Ditch Relocation, Rio Arriba County",-106.15799999999999,36.116,04/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12321
RAPANOS,SPA-2019-00136,Albuquerque,"Nenahnezad AML Subsidence, San Juan County, New Mexico",-108.40826000000001,36.74331,05/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322
RAPANOS,SPA-2019-00141,Albuquerque,SPA2019-141 Tijeras Sewer pipe ,-106.38582,35.076840000000004,04/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12323
RAPANOS,SPA-2019-00151,Albuquerque,"Shiprock Administrative Reserve North Parcel - BIA Cleanup, Shiprock, NM",-108.6877,36.788140000000006,05/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12324
RAPANOS,SPA-2020-00096-ABQ,Albuquerque,Irwin-McClelland Property/Valverde Commons Subdivision,-105.57536,36.41398,05/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12325
RAPANOS,SPA-2020-00102-ABQ,Albuquerque,"Espanola Transit Mix, LLC, El Quique Mine, Estaca, Rio Arriba County, New Mexico",-106.0532,36.1197,06/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12326
RAPANOS,SPA-2020-00183-SCO,Albuquerque,Thunder Wolf Energy Center LLC/Thunder Wolf Solar Plus Storage Project,-104.39065,38.18123,08/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12327
RAPANOS,SPK-1993-00627,Sacramento,MARIGOLD MINE,-117.17523,40.72513,08/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12328
RAPANOS,SPK-1995-00073,Sacramento,Mule Canyon/Santa Fe Pacific Gold Corp,-116.66776999999999,40.580909999999996,07/25/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12329
RAPANOS,SPK-1995-75042,Sacramento,RED MESA RESERVOIR (MORMON RESERVOIR),-108.14227,37.16626,08/08/2018,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12330
RAPANOS,SPK-1996-25129-NO,Sacramento,HOMESTAKE MINING CO.-RUBY HILL PROJECT,-116.0093,39.54242,11/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12331
RAPANOS,SPK-1997-50124,Sacramento,ASPHALT MATERIALS GRAVEL PIT,-111.91958000000001,40.45384,09/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12332
RAPANOS,SPK-1997-50192,Sacramento,"Rich Development Site, Brigham City",-112.04033000000001,41.48397,11/20/2019,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12333
RAPANOS,SPK-1998-25143,Sacramento,Reward Mine Project,-116.70142,36.83698,08/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12334
RAPANOS,SPK-1998-25163-NO,Sacramento,"NEWMONT GOLD PETE PROJECT, SO OPS",-116.29425,40.89131,07/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12335
RAPANOS,SPK-1998-25194,Sacramento,Bald Mountain AJD,-115.52492,39.8805,03/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12336
RAPANOS,SPK-1999-00203,Sacramento,UC Merced and Campus Community,-120.40295,37.34276,03/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12337
RAPANOS,SPK-1999-50007,Sacramento,GORGOZA PARK - WETLAND CLEANUP,-111.58383,40.75282,01/06/2016,0,1,0,0,0,0,1,1,1,0,0,1,0,1,12338
RAPANOS,SPK-1999-75070-UO,Sacramento,SF PHOSPHATES NEAR VERNAL,-109.49107,40.61887,04/07/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12339
RAPANOS,SPK-2000-25123,Sacramento,COEUR NV PACKARD PROJECT MINE PERSHING,-118.15014,40.28395,10/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12340
RAPANOS,SPK-2000-25139,Sacramento,Arturo Mine,-116.43288000000001,41.031209999999994,06/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12341
RAPANOS,SPK-2001-25012,Sacramento,RENO TAHOE AIRPORT EXPANSION BOYTON SLOUGH,-119.77535,39.49388,12/14/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12342
RAPANOS,SPK-2002-00352,Sacramento,Twelve Bridges High School,-121.29751999999999,38.8419,10/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12343
RAPANOS,SPK-2002-25054,Sacramento,Kings Beach Commercial Core Improvements,-120.0253,39.23659,06/01/2020,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12344
RAPANOS,SPK-2002-25061,Sacramento,Cortez Gold Mine,-116.38065,40.11773,06/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12345
RAPANOS,SPK-2002-25094,Sacramento,Upper Truckee River and Marsh Restoration Project,-120.0,38.93333,02/24/2017,1,1,0,1,1,1,1,0,1,1,0,0,0,0,12346
RAPANOS,SPK-2002-50203,Sacramento,Arrowhead Springs,-111.69871,40.0735,12/12/2019,0,1,0,0,0,0,1,0,1,0,0,0,0,1,12347
RAPANOS,SPK-2003-00330-UO,Sacramento,R&B SMITH,-121.40493000000001,38.388729999999995,12/27/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12348
RAPANOS,SPK-2003-25109-NO,Sacramento,HOLLISTER DEVELOPMENT BLOCK PROJECT ELKO,-116.55841000000001,41.08408,08/07/2019,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12349
RAPANOS,SPK-2003-50473-UO,Sacramento,Cummings (Louder) Parcel,-111.3115,40.62901,03/13/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1,12350
RAPANOS,SPK-2004-00679,Sacramento,Prospector's Peak,-119.82433999999999,39.56241,12/22/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0,12351
RAPANOS,SPK-2004-50179-UO,Sacramento,"WOODSIDE HOMES - Wildwood Subdivision, HOOPER",-112.08913000000001,41.1563,03/08/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12352
RAPANOS,SPK-2004-50390-UO,Sacramento,"SLCC, LARRY H. MILLER, DRY CK WETLANDS",-111.90288999999999,40.57821,09/26/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12353
RAPANOS,SPK-2005-00063,Sacramento,Creekside Development Project,-121.79481000000001,39.742459999999994,03/22/2018,0,1,0,0,0,0,1,1,1,1,0,0,0,0,12354
RAPANOS,SPK-2005-00333,Sacramento,Holt of California's Pacific Avenue Property,-121.52023999999999,38.7692,05/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12355
RAPANOS,SPK-2005-00507,Sacramento,LIBERTY ROAD PROPERTY,-121.28589,38.23616,07/27/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12356
RAPANOS,SPK-2005-01077,Sacramento,TAYLOR ROAD MIXED-USE PROJECT,-121.20133,38.81374,10/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12357
RAPANOS,SPK-2005-50295,Sacramento,ANDERSON DEVELOPMENT PROVO BAY,-111.67003999999999,40.210879999999996,12/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12358
RAPANOS,SPK-2005-50517,Sacramento,Skye Canyon Project ,-115.30848,36.31491,10/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12359
RAPANOS,SPK-2005-50597,Sacramento,Mountain Valley Stone (18-35-30sa),-111.41321,40.716809999999995,04/04/2016,0,1,0,0,0,0,1,1,1,1,1,0,0,1,12360
RAPANOS,SPK-2005-75590,Sacramento,GINN PROPERTY AT MINTURN-CERCLA/EPA,-106.4041,39.55723,11/27/2017,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12361
RAPANOS,SPK-2006-50179,Sacramento,Frontier Cottages,-111.28221,40.61958,10/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12362
RAPANOS,SPK-2006-50305,Sacramento,Valley Grove Business Park,-111.76185,40.35041,07/26/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12363
RAPANOS,SPK-2006-50419,Sacramento,SILVER CREEK VILLAGES,-111.48725,40.7304,09/30/2016,0,1,0,0,0,0,0,1,0,1,0,0,0,1,12364
RAPANOS,SPK-2006-75487-DC,Sacramento,"JD LOTS 1-3, SNOWDEN STREET, SILVERTON C",-107.66745,37.809909999999995,12/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12365
RAPANOS,SPK-2007-00121-IN,Sacramento,Great Salt Lake Minerals Solar Evaporation Pond Expansion,-112.91596000000001,41.38087,10/23/2015,0,1,0,0,1,0,0,0,0,0,0,0,0,1,12366
